None,date,ticker,adj_close
0,2017-12-29,GOOGL,1053.4
1,2017-12-28,GOOGL,1055.95
2,2017-12-27,GOOGL,1060.2
3,2017-12-26,GOOGL,1065.85
4,2017-12-22,GOOGL,1068.86
5,2017-12-21,GOOGL,1070.85
6,2017-12-20,GOOGL,1073.56
7,2017-12-19,GOOGL,1079.78
8,2017-12-18,GOOGL,1085.09
9,2017-12-15,GOOGL,1072.0
10,2017-12-14,GOOGL,1057.47
11,2017-12-13,GOOGL,1051.39
12,2017-12-12,GOOGL,1048.77
13,2017-12-11,GOOGL,1051.97
14,2017-12-08,GOOGL,1049.38
15,2017-12-07,GOOGL,1044.57
16,2017-12-06,GOOGL,1032.72
17,2017-12-05,GOOGL,1019.6
18,2017-12-04,GOOGL,1011.87
19,2017-12-01,GOOGL,1025.07
20,2017-11-30,GOOGL,1036.17
21,2017-11-29,GOOGL,1037.38
22,2017-11-28,GOOGL,1063.29
23,2017-11-27,GOOGL,1072.01
24,2017-11-24,GOOGL,1056.52
25,2017-11-22,GOOGL,1051.92
26,2017-11-21,GOOGL,1050.3
27,2017-11-20,GOOGL,1034.66
28,2017-11-17,GOOGL,1035.89
29,2017-11-16,GOOGL,1048.47
30,2017-11-15,GOOGL,1036.41
31,2017-11-14,GOOGL,1041.64
32,2017-11-13,GOOGL,1041.2
33,2017-11-10,GOOGL,1044.15
34,2017-11-09,GOOGL,1047.72
35,2017-11-07,GOOGL,1052.39
36,2017-11-06,GOOGL,1042.68
37,2017-11-03,GOOGL,1049.99
38,2017-11-02,GOOGL,1042.97
39,2017-11-01,GOOGL,1042.6
40,2017-10-31,GOOGL,1033.04
41,2017-10-30,GOOGL,1033.13
42,2017-10-27,GOOGL,1033.67
43,2017-10-26,GOOGL,991.42
44,2017-10-25,GOOGL,991.46
45,2017-10-24,GOOGL,988.49
46,2017-10-23,GOOGL,985.54
47,2017-10-20,GOOGL,1005.07
48,2017-10-19,GOOGL,1001.84
49,2017-10-18,GOOGL,1012.74
50,2017-10-17,GOOGL,1011.0
51,2017-10-16,GOOGL,1009.35
52,2017-10-13,GOOGL,1007.87
53,2017-10-12,GOOGL,1005.65
54,2017-10-11,GOOGL,1005.65
55,2017-10-10,GOOGL,987.8
56,2017-10-09,GOOGL,992.31
57,2017-10-06,GOOGL,993.64
58,2017-10-05,GOOGL,985.19
59,2017-10-04,GOOGL,966.78
60,2017-10-03,GOOGL,972.08
61,2017-10-02,GOOGL,967.47
62,2017-09-29,GOOGL,973.72
63,2017-09-28,GOOGL,964.81
64,2017-09-27,GOOGL,959.9
65,2017-09-26,GOOGL,937.43
66,2017-09-25,GOOGL,934.28
67,2017-09-22,GOOGL,943.26
68,2017-09-21,GOOGL,947.55
69,2017-09-20,GOOGL,947.54
70,2017-09-19,GOOGL,936.86
71,2017-09-18,GOOGL,929.75
72,2017-09-15,GOOGL,935.29
73,2017-09-14,GOOGL,940.13
74,2017-09-13,GOOGL,950.44
75,2017-09-12,GOOGL,946.65
76,2017-09-11,GOOGL,943.29
77,2017-09-08,GOOGL,941.41
78,2017-09-07,GOOGL,949.89
79,2017-09-06,GOOGL,942.02
80,2017-09-05,GOOGL,941.48
81,2017-09-01,GOOGL,951.99
82,2017-08-31,GOOGL,955.24
83,2017-08-30,GOOGL,943.63
84,2017-08-29,GOOGL,935.75
85,2017-08-28,GOOGL,928.13
86,2017-08-25,GOOGL,930.5
87,2017-08-24,GOOGL,936.89
88,2017-08-23,GOOGL,942.58
89,2017-08-22,GOOGL,940.4
90,2017-08-21,GOOGL,920.87
91,2017-08-18,GOOGL,926.18
92,2017-08-17,GOOGL,927.66
93,2017-08-16,GOOGL,944.27
94,2017-08-15,GOOGL,938.08
95,2017-08-14,GOOGL,938.93
96,2017-08-11,GOOGL,930.09
97,2017-08-10,GOOGL,923.59
98,2017-08-09,GOOGL,940.08
99,2017-08-08,GOOGL,944.19
100,2017-08-07,GOOGL,945.75
101,2017-08-04,GOOGL,945.79
102,2017-08-03,GOOGL,940.3
103,2017-08-02,GOOGL,947.64
104,2017-08-01,GOOGL,946.56
105,2017-07-31,GOOGL,945.5
106,2017-07-28,GOOGL,958.33
107,2017-07-27,GOOGL,952.51
108,2017-07-26,GOOGL,965.31
109,2017-07-25,GOOGL,969.03
110,2017-07-24,GOOGL,998.31
111,2017-07-21,GOOGL,993.84
112,2017-07-20,GOOGL,992.19
113,2017-07-19,GOOGL,992.77
114,2017-07-18,GOOGL,986.95
115,2017-07-17,GOOGL,975.96
116,2017-07-14,GOOGL,976.91
117,2017-07-13,GOOGL,968.7175
118,2017-07-12,GOOGL,967.66
119,2017-07-11,GOOGL,953.53
120,2017-07-10,GOOGL,951.0
121,2017-07-07,GOOGL,940.81
122,2017-07-06,GOOGL,927.69
123,2017-07-05,GOOGL,932.26
124,2017-07-03,GOOGL,919.46
125,2017-06-30,GOOGL,929.68
126,2017-06-29,GOOGL,937.82
127,2017-06-28,GOOGL,961.01
128,2017-06-27,GOOGL,948.09
129,2017-06-26,GOOGL,972.09
130,2017-06-23,GOOGL,986.09
131,2017-06-22,GOOGL,976.62
132,2017-06-21,GOOGL,978.59
133,2017-06-20,GOOGL,968.99
134,2017-06-19,GOOGL,975.22
135,2017-06-16,GOOGL,958.62
136,2017-06-15,GOOGL,960.18
137,2017-06-14,GOOGL,967.93
138,2017-06-13,GOOGL,970.5
139,2017-06-12,GOOGL,961.81
140,2017-06-09,GOOGL,970.12
141,2017-06-08,GOOGL,1004.28
142,2017-06-07,GOOGL,1001.59
143,2017-06-06,GOOGL,996.68
144,2017-06-05,GOOGL,1003.88
145,2017-06-02,GOOGL,996.12
146,2017-06-01,GOOGL,988.29
147,2017-05-31,GOOGL,987.09
148,2017-05-30,GOOGL,996.17
149,2017-05-26,GOOGL,993.27
150,2017-05-25,GOOGL,991.86
151,2017-05-24,GOOGL,977.61
152,2017-05-23,GOOGL,970.55
153,2017-05-22,GOOGL,964.07
154,2017-05-19,GOOGL,954.65
155,2017-05-18,GOOGL,950.5
156,2017-05-17,GOOGL,942.17
157,2017-05-16,GOOGL,964.61
158,2017-05-15,GOOGL,959.22
159,2017-05-12,GOOGL,955.14
160,2017-05-11,GOOGL,955.89
161,2017-05-10,GOOGL,954.84
162,2017-05-09,GOOGL,956.71
163,2017-05-08,GOOGL,958.69
164,2017-05-05,GOOGL,950.28
165,2017-05-04,GOOGL,954.72
166,2017-05-03,GOOGL,948.45
167,2017-05-02,GOOGL,937.09
168,2017-05-01,GOOGL,932.82
169,2017-04-28,GOOGL,924.52
170,2017-04-27,GOOGL,891.44
171,2017-04-26,GOOGL,889.14
172,2017-04-25,GOOGL,888.84
173,2017-04-24,GOOGL,878.93
174,2017-04-21,GOOGL,858.95
175,2017-04-20,GOOGL,860.08
176,2017-04-19,GOOGL,856.51
177,2017-04-18,GOOGL,853.99
178,2017-04-17,GOOGL,855.13
179,2017-04-13,GOOGL,840.18
180,2017-04-12,GOOGL,841.46
181,2017-04-11,GOOGL,839.88
182,2017-04-10,GOOGL,841.7
183,2017-04-07,GOOGL,842.1
184,2017-04-06,GOOGL,845.095
185,2017-04-05,GOOGL,848.91
186,2017-04-04,GOOGL,852.57
187,2017-04-03,GOOGL,856.75
188,2017-03-31,GOOGL,847.8
189,2017-03-30,GOOGL,849.48
190,2017-03-29,GOOGL,849.87
191,2017-03-28,GOOGL,840.63
192,2017-03-27,GOOGL,838.51
193,2017-03-24,GOOGL,835.14
194,2017-03-23,GOOGL,839.65
195,2017-03-22,GOOGL,849.8
196,2017-03-21,GOOGL,850.14
197,2017-03-20,GOOGL,867.91
198,2017-03-17,GOOGL,872.37
199,2017-03-16,GOOGL,870.0
200,2017-03-15,GOOGL,868.39
201,2017-03-14,GOOGL,865.91
202,2017-03-13,GOOGL,864.58
203,2017-03-10,GOOGL,861.405
204,2017-03-09,GOOGL,857.84
205,2017-03-08,GOOGL,853.64
206,2017-03-07,GOOGL,851.15
207,2017-03-06,GOOGL,847.27
208,2017-03-03,GOOGL,849.08
209,2017-03-02,GOOGL,849.85
210,2017-03-01,GOOGL,856.75
211,2017-02-28,GOOGL,844.93
212,2017-02-27,GOOGL,849.67
213,2017-02-24,GOOGL,847.81
214,2017-02-23,GOOGL,851.0
215,2017-02-22,GOOGL,851.36
216,2017-02-21,GOOGL,849.27
217,2017-02-17,GOOGL,846.55
218,2017-02-16,GOOGL,842.17
219,2017-02-15,GOOGL,837.32
220,2017-02-14,GOOGL,840.03
221,2017-02-13,GOOGL,838.96
222,2017-02-10,GOOGL,834.85
223,2017-02-09,GOOGL,830.06
224,2017-02-08,GOOGL,829.88
225,2017-02-07,GOOGL,829.23
226,2017-02-06,GOOGL,821.62
227,2017-02-03,GOOGL,820.13
228,2017-02-02,GOOGL,818.26
229,2017-02-01,GOOGL,815.24
230,2017-01-31,GOOGL,820.19
231,2017-01-30,GOOGL,823.83
232,2017-01-27,GOOGL,845.03
233,2017-01-26,GOOGL,856.98
234,2017-01-25,GOOGL,858.45
235,2017-01-24,GOOGL,849.53
236,2017-01-23,GOOGL,844.43
237,2017-01-20,GOOGL,828.17
238,2017-01-19,GOOGL,824.37
239,2017-01-18,GOOGL,829.02
240,2017-01-17,GOOGL,827.46
241,2017-01-13,GOOGL,830.94
242,2017-01-12,GOOGL,829.53
243,2017-01-11,GOOGL,829.86
244,2017-01-10,GOOGL,826.01
245,2017-01-09,GOOGL,827.18
246,2017-01-06,GOOGL,825.21
247,2017-01-05,GOOGL,813.02
248,2017-01-04,GOOGL,807.77
249,2017-01-03,GOOGL,808.01
250,2016-12-30,GOOGL,792.45
251,2016-12-29,GOOGL,802.88
252,2016-12-28,GOOGL,804.57
253,2016-12-27,GOOGL,809.93
254,2016-12-23,GOOGL,807.8
255,2016-12-22,GOOGL,809.68
256,2016-12-21,GOOGL,812.2
257,2016-12-20,GOOGL,815.2
258,2016-12-19,GOOGL,812.5
259,2016-12-16,GOOGL,809.84
260,2016-12-15,GOOGL,815.65
261,2016-12-14,GOOGL,817.89
262,2016-12-13,GOOGL,815.34
263,2016-12-12,GOOGL,807.9
264,2016-12-09,GOOGL,809.45
265,2016-12-08,GOOGL,795.17
266,2016-12-07,GOOGL,791.47
267,2016-12-06,GOOGL,776.18
268,2016-12-05,GOOGL,778.22
269,2016-12-02,GOOGL,764.46
270,2016-12-01,GOOGL,764.33
271,2016-11-30,GOOGL,775.88
272,2016-11-29,GOOGL,789.44
273,2016-11-28,GOOGL,785.79
274,2016-11-25,GOOGL,780.23
275,2016-11-23,GOOGL,779.0
276,2016-11-22,GOOGL,785.0
277,2016-11-21,GOOGL,784.8
278,2016-11-18,GOOGL,775.97
279,2016-11-17,GOOGL,786.16
280,2016-11-16,GOOGL,779.98
281,2016-11-15,GOOGL,775.16
282,2016-11-14,GOOGL,753.22
283,2016-11-11,GOOGL,771.75
284,2016-11-10,GOOGL,780.29
285,2016-11-09,GOOGL,805.59
286,2016-11-08,GOOGL,811.98
287,2016-11-07,GOOGL,802.03
288,2016-11-04,GOOGL,781.1
289,2016-11-03,GOOGL,782.19
290,2016-11-02,GOOGL,788.42
291,2016-11-01,GOOGL,805.48
292,2016-10-31,GOOGL,809.9
293,2016-10-28,GOOGL,819.56
294,2016-10-27,GOOGL,817.35
295,2016-10-26,GOOGL,822.1
296,2016-10-25,GOOGL,828.55
297,2016-10-24,GOOGL,835.74
298,2016-10-21,GOOGL,824.06
299,2016-10-20,GOOGL,821.63
300,2016-10-19,GOOGL,827.09
301,2016-10-18,GOOGL,821.49
302,2016-10-17,GOOGL,806.84
303,2016-10-14,GOOGL,804.6
304,2016-10-13,GOOGL,804.08
305,2016-10-12,GOOGL,811.77
306,2016-10-11,GOOGL,809.57
307,2016-10-10,GOOGL,814.17
308,2016-10-07,GOOGL,800.71
309,2016-10-06,GOOGL,803.08
310,2016-10-05,GOOGL,801.23
311,2016-10-04,GOOGL,802.79
312,2016-10-03,GOOGL,800.38
313,2016-09-30,GOOGL,804.06
314,2016-09-29,GOOGL,802.64
315,2016-09-28,GOOGL,810.06
316,2016-09-27,GOOGL,810.73
317,2016-09-26,GOOGL,802.65
318,2016-09-23,GOOGL,814.96
319,2016-09-22,GOOGL,815.95
320,2016-09-21,GOOGL,805.03
321,2016-09-20,GOOGL,799.78
322,2016-09-19,GOOGL,795.39
323,2016-09-16,GOOGL,797.97
324,2016-09-15,GOOGL,801.23
325,2016-09-14,GOOGL,790.46
326,2016-09-13,GOOGL,788.72
327,2016-09-12,GOOGL,798.82
328,2016-09-09,GOOGL,788.48
329,2016-09-08,GOOGL,802.84
330,2016-09-07,GOOGL,807.99
331,2016-09-06,GOOGL,808.02
332,2016-09-02,GOOGL,796.87
333,2016-09-01,GOOGL,791.4
334,2016-08-31,GOOGL,789.85
335,2016-08-30,GOOGL,791.92
336,2016-08-29,GOOGL,795.82
337,2016-08-26,GOOGL,793.22
338,2016-08-25,GOOGL,791.3
339,2016-08-24,GOOGL,793.6
340,2016-08-23,GOOGL,796.59
341,2016-08-22,GOOGL,796.95
342,2016-08-19,GOOGL,799.65
343,2016-08-18,GOOGL,802.75
344,2016-08-17,GOOGL,805.42
345,2016-08-16,GOOGL,801.19
346,2016-08-15,GOOGL,805.96
347,2016-08-12,GOOGL,807.05
348,2016-08-11,GOOGL,808.2
349,2016-08-10,GOOGL,808.49
350,2016-08-09,GOOGL,807.48
351,2016-08-08,GOOGL,805.23
352,2016-08-05,GOOGL,806.93
353,2016-08-04,GOOGL,797.25
354,2016-08-03,GOOGL,798.92
355,2016-08-02,GOOGL,800.12
356,2016-08-01,GOOGL,800.94
357,2016-07-29,GOOGL,791.34
358,2016-07-28,GOOGL,765.84
359,2016-07-27,GOOGL,761.97
360,2016-07-26,GOOGL,757.65
361,2016-07-25,GOOGL,757.52
362,2016-07-22,GOOGL,759.28
363,2016-07-21,GOOGL,754.41
364,2016-07-20,GOOGL,757.08
365,2016-07-19,GOOGL,753.41
366,2016-07-18,GOOGL,753.2
367,2016-07-15,GOOGL,735.63
368,2016-07-14,GOOGL,735.8
369,2016-07-13,GOOGL,729.48
370,2016-07-12,GOOGL,732.51
371,2016-07-11,GOOGL,727.2
372,2016-07-08,GOOGL,717.78
373,2016-07-07,GOOGL,707.26
374,2016-07-06,GOOGL,708.97
375,2016-07-05,GOOGL,704.89
376,2016-07-01,GOOGL,710.25
377,2016-06-30,GOOGL,703.53
378,2016-06-29,GOOGL,695.19
379,2016-06-28,GOOGL,691.26
380,2016-06-27,GOOGL,681.14
381,2016-06-24,GOOGL,685.2
382,2016-06-23,GOOGL,714.87
383,2016-06-22,GOOGL,710.47
384,2016-06-21,GOOGL,708.88
385,2016-06-20,GOOGL,706.13
386,2016-06-17,GOOGL,704.25
387,2016-06-16,GOOGL,724.25
388,2016-06-15,GOOGL,732.19
389,2016-06-14,GOOGL,733.25
390,2016-06-13,GOOGL,731.88
391,2016-06-10,GOOGL,733.19
392,2016-06-09,GOOGL,742.52
393,2016-06-08,GOOGL,742.93
394,2016-06-07,GOOGL,731.09
395,2016-06-06,GOOGL,730.06
396,2016-06-03,GOOGL,735.86
397,2016-06-02,GOOGL,744.27
398,2016-06-01,GOOGL,748.46
399,2016-05-31,GOOGL,748.85
400,2016-05-27,GOOGL,747.6
401,2016-05-26,GOOGL,736.93
402,2016-05-25,GOOGL,738.1
403,2016-05-24,GOOGL,733.03
404,2016-05-23,GOOGL,717.25
405,2016-05-20,GOOGL,721.71
406,2016-05-19,GOOGL,715.31
407,2016-05-18,GOOGL,721.78
408,2016-05-17,GOOGL,720.19
409,2016-05-16,GOOGL,730.3
410,2016-05-13,GOOGL,724.83
411,2016-05-12,GOOGL,728.07
412,2016-05-11,GOOGL,730.55
413,2016-05-10,GOOGL,739.38
414,2016-05-09,GOOGL,729.13
415,2016-05-06,GOOGL,725.18
416,2016-05-05,GOOGL,714.71
417,2016-05-04,GOOGL,711.37
418,2016-05-03,GOOGL,708.44
419,2016-05-02,GOOGL,714.41
420,2016-04-29,GOOGL,707.88
421,2016-04-28,GOOGL,705.06
422,2016-04-27,GOOGL,721.46
423,2016-04-26,GOOGL,725.37
424,2016-04-25,GOOGL,742.21
425,2016-04-22,GOOGL,737.77
426,2016-04-21,GOOGL,780.0
427,2016-04-20,GOOGL,774.92
428,2016-04-19,GOOGL,776.25
429,2016-04-18,GOOGL,787.68
430,2016-04-15,GOOGL,780.0
431,2016-04-14,GOOGL,775.39
432,2016-04-13,GOOGL,771.91
433,2016-04-12,GOOGL,764.32
434,2016-04-11,GOOGL,757.54
435,2016-04-08,GOOGL,759.47
436,2016-04-07,GOOGL,760.12
437,2016-04-06,GOOGL,768.07
438,2016-04-05,GOOGL,758.57
439,2016-04-04,GOOGL,765.12
440,2016-04-01,GOOGL,769.67
441,2016-03-31,GOOGL,762.9
442,2016-03-30,GOOGL,768.34
443,2016-03-29,GOOGL,765.89
444,2016-03-28,GOOGL,753.28
445,2016-03-24,GOOGL,754.84
446,2016-03-23,GOOGL,757.56
447,2016-03-22,GOOGL,760.05
448,2016-03-21,GOOGL,762.16
449,2016-03-18,GOOGL,755.41
450,2016-03-17,GOOGL,758.48
451,2016-03-16,GOOGL,757.36
452,2016-03-15,GOOGL,750.57
453,2016-03-14,GOOGL,750.24
454,2016-03-11,GOOGL,744.87
455,2016-03-10,GOOGL,732.17
456,2016-03-09,GOOGL,725.41
457,2016-03-08,GOOGL,713.53
458,2016-03-07,GOOGL,712.8
459,2016-03-04,GOOGL,730.22
460,2016-03-03,GOOGL,731.59
461,2016-03-02,GOOGL,739.48
462,2016-03-01,GOOGL,742.17
463,2016-02-29,GOOGL,717.22
464,2016-02-26,GOOGL,724.86
465,2016-02-25,GOOGL,729.12
466,2016-02-24,GOOGL,720.9
467,2016-02-23,GOOGL,717.29
468,2016-02-22,GOOGL,729.05
469,2016-02-19,GOOGL,722.11
470,2016-02-18,GOOGL,717.51
471,2016-02-17,GOOGL,731.97
472,2016-02-16,GOOGL,717.64
473,2016-02-12,GOOGL,706.89
474,2016-02-11,GOOGL,706.36
475,2016-02-10,GOOGL,706.85
476,2016-02-09,GOOGL,701.02
477,2016-02-08,GOOGL,704.16
478,2016-02-05,GOOGL,703.76
479,2016-02-04,GOOGL,730.03
480,2016-02-03,GOOGL,749.38
481,2016-02-02,GOOGL,780.91
482,2016-02-01,GOOGL,770.77
483,2016-01-29,GOOGL,761.35
484,2016-01-28,GOOGL,748.3
485,2016-01-27,GOOGL,717.58
486,2016-01-26,GOOGL,733.79
487,2016-01-25,GOOGL,733.62
488,2016-01-22,GOOGL,745.46
489,2016-01-21,GOOGL,726.67
490,2016-01-20,GOOGL,718.56
491,2016-01-19,GOOGL,719.08
492,2016-01-15,GOOGL,710.49
493,2016-01-14,GOOGL,731.39
494,2016-01-13,GOOGL,719.57
495,2016-01-12,GOOGL,745.34
496,2016-01-11,GOOGL,733.07
497,2016-01-08,GOOGL,730.91
498,2016-01-07,GOOGL,741.0
499,2016-01-06,GOOGL,759.33
500,2016-01-05,GOOGL,761.53
501,2016-01-04,GOOGL,759.44
502,2017-12-29,FB,176.46
503,2017-12-28,FB,177.92
504,2017-12-27,FB,177.62
505,2017-12-26,FB,175.99
506,2017-12-22,FB,177.2
507,2017-12-21,FB,177.45
508,2017-12-20,FB,177.89
509,2017-12-19,FB,179.51
510,2017-12-18,FB,180.82
511,2017-12-15,FB,180.18
512,2017-12-14,FB,178.39
513,2017-12-13,FB,178.3
514,2017-12-12,FB,176.96
515,2017-12-11,FB,179.04
516,2017-12-08,FB,179.0
517,2017-12-07,FB,180.14
518,2017-12-06,FB,176.06
519,2017-12-05,FB,172.83
520,2017-12-04,FB,171.47
521,2017-12-01,FB,175.1
522,2017-11-30,FB,177.18
523,2017-11-29,FB,175.13
524,2017-11-28,FB,182.42
525,2017-11-27,FB,183.03
526,2017-11-24,FB,182.78
527,2017-11-22,FB,180.87
528,2017-11-21,FB,181.86
529,2017-11-20,FB,178.74
530,2017-11-17,FB,179.0
531,2017-11-16,FB,179.59
532,2017-11-15,FB,177.95
533,2017-11-14,FB,178.07
534,2017-11-13,FB,178.77
535,2017-11-10,FB,178.46
536,2017-11-09,FB,179.3
537,2017-11-07,FB,180.25
538,2017-11-06,FB,180.17
539,2017-11-03,FB,178.92
540,2017-11-02,FB,178.92
541,2017-11-01,FB,182.66
542,2017-10-31,FB,180.06
543,2017-10-30,FB,179.87
544,2017-10-27,FB,177.88
545,2017-10-26,FB,170.63
546,2017-10-25,FB,170.6
547,2017-10-24,FB,171.8
548,2017-10-23,FB,171.27
549,2017-10-20,FB,174.98
550,2017-10-19,FB,174.56
551,2017-10-18,FB,176.03
552,2017-10-17,FB,176.11
553,2017-10-16,FB,174.52
554,2017-10-13,FB,173.74
555,2017-10-12,FB,172.55
556,2017-10-11,FB,172.74
557,2017-10-10,FB,171.59
558,2017-10-09,FB,172.5
559,2017-10-06,FB,172.23
560,2017-10-05,FB,171.24
561,2017-10-04,FB,168.42
562,2017-10-03,FB,169.96
563,2017-10-02,FB,169.47
564,2017-09-29,FB,170.81
565,2017-09-28,FB,168.73
566,2017-09-27,FB,167.68
567,2017-09-26,FB,164.21
568,2017-09-25,FB,162.87
569,2017-09-22,FB,170.54
570,2017-09-21,FB,171.11
571,2017-09-20,FB,172.17
572,2017-09-19,FB,172.52
573,2017-09-18,FB,170.01
574,2017-09-15,FB,171.58
575,2017-09-14,FB,170.96
576,2017-09-13,FB,173.05
577,2017-09-12,FB,172.96
578,2017-09-11,FB,173.51
579,2017-09-08,FB,170.95
580,2017-09-07,FB,173.21
581,2017-09-06,FB,172.09
582,2017-09-05,FB,170.72
583,2017-09-01,FB,172.02
584,2017-08-31,FB,172.0
585,2017-08-30,FB,169.92
586,2017-08-29,FB,168.05
587,2017-08-28,FB,167.24
588,2017-08-25,FB,166.32
589,2017-08-24,FB,167.74
590,2017-08-23,FB,168.71
591,2017-08-22,FB,169.64
592,2017-08-21,FB,167.78
593,2017-08-18,FB,167.41
594,2017-08-17,FB,166.91
595,2017-08-16,FB,170.0
596,2017-08-15,FB,171.0
597,2017-08-14,FB,170.75
598,2017-08-11,FB,168.08
599,2017-08-10,FB,167.4
600,2017-08-09,FB,171.18
601,2017-08-08,FB,171.23
602,2017-08-07,FB,171.98
603,2017-08-04,FB,169.62
604,2017-08-03,FB,168.59
605,2017-08-02,FB,169.25
606,2017-08-01,FB,169.86
607,2017-07-31,FB,169.25
608,2017-07-28,FB,172.45
609,2017-07-27,FB,170.44
610,2017-07-26,FB,165.61
611,2017-07-25,FB,165.28
612,2017-07-24,FB,166.0
613,2017-07-21,FB,164.43
614,2017-07-20,FB,164.53
615,2017-07-19,FB,164.14
616,2017-07-18,FB,162.86
617,2017-07-17,FB,159.73
618,2017-07-14,FB,159.97
619,2017-07-13,FB,159.26
620,2017-07-12,FB,158.9
621,2017-07-11,FB,155.27
622,2017-07-10,FB,153.5
623,2017-07-07,FB,151.44
624,2017-07-06,FB,148.82
625,2017-07-05,FB,150.34
626,2017-07-03,FB,148.43
627,2017-06-30,FB,150.98
628,2017-06-29,FB,151.04
629,2017-06-28,FB,153.24
630,2017-06-27,FB,150.58
631,2017-06-26,FB,153.59
632,2017-06-23,FB,155.07
633,2017-06-22,FB,153.4
634,2017-06-21,FB,153.91
635,2017-06-20,FB,152.25
636,2017-06-19,FB,152.87
637,2017-06-16,FB,150.64
638,2017-06-15,FB,149.8
639,2017-06-14,FB,150.25
640,2017-06-13,FB,150.68
641,2017-06-12,FB,148.44
642,2017-06-09,FB,149.63
643,2017-06-08,FB,154.71
644,2017-06-07,FB,153.12
645,2017-06-06,FB,152.81
646,2017-06-05,FB,153.63
647,2017-06-02,FB,153.61
648,2017-06-01,FB,151.53
649,2017-05-31,FB,151.46
650,2017-05-30,FB,152.38
651,2017-05-26,FB,152.13
652,2017-05-25,FB,151.96
653,2017-05-24,FB,150.04
654,2017-05-23,FB,148.07
655,2017-05-22,FB,148.24
656,2017-05-19,FB,148.06
657,2017-05-18,FB,147.66
658,2017-05-17,FB,144.85
659,2017-05-16,FB,149.78
660,2017-05-15,FB,150.19
661,2017-05-12,FB,150.33
662,2017-05-11,FB,150.04
663,2017-05-10,FB,150.29
664,2017-05-09,FB,150.48
665,2017-05-08,FB,151.06
666,2017-05-05,FB,150.24
667,2017-05-04,FB,150.85
668,2017-05-03,FB,151.8
669,2017-05-02,FB,152.78
670,2017-05-01,FB,152.46
671,2017-04-28,FB,150.25
672,2017-04-27,FB,147.7
673,2017-04-26,FB,146.56
674,2017-04-25,FB,146.49
675,2017-04-24,FB,145.47
676,2017-04-21,FB,143.68
677,2017-04-20,FB,143.8
678,2017-04-19,FB,142.27
679,2017-04-18,FB,140.96
680,2017-04-17,FB,141.42
681,2017-04-13,FB,139.39
682,2017-04-12,FB,139.58
683,2017-04-11,FB,139.92
684,2017-04-10,FB,141.04
685,2017-04-07,FB,140.78
686,2017-04-06,FB,141.17
687,2017-04-05,FB,141.85
688,2017-04-04,FB,141.73
689,2017-04-03,FB,142.28
690,2017-03-31,FB,142.05
691,2017-03-30,FB,142.41
692,2017-03-29,FB,142.65
693,2017-03-28,FB,141.76
694,2017-03-27,FB,140.32
695,2017-03-24,FB,140.34
696,2017-03-23,FB,139.53
697,2017-03-22,FB,139.59
698,2017-03-21,FB,138.51
699,2017-03-20,FB,139.94
700,2017-03-17,FB,139.84
701,2017-03-16,FB,139.99
702,2017-03-15,FB,139.72
703,2017-03-14,FB,139.32
704,2017-03-13,FB,139.6
705,2017-03-10,FB,138.79
706,2017-03-09,FB,138.24
707,2017-03-08,FB,137.72
708,2017-03-07,FB,137.3
709,2017-03-06,FB,137.42
710,2017-03-03,FB,137.17
711,2017-03-02,FB,136.76
712,2017-03-01,FB,137.42
713,2017-02-28,FB,135.54
714,2017-02-27,FB,136.41
715,2017-02-24,FB,135.44
716,2017-02-23,FB,135.36
717,2017-02-22,FB,136.12
